_id,en_word,en_definition,example,synonyms,antonyms
40789,PLENIPOTENTIARY,"n (esp in a
foreign country) mah ram hrang ih palai sinak
ah thu neihnak a kim ih neitu.
Z plenipotentiary adj thu neihnak a tlamtling
neihmi: The minister was given plenipotentiary
powers in the trade negotiations. ",NA,NA,NA
40792,PLENTEOUS,"adj (fml) tampi.
Z plenteously adv.",NA,NA,NA
40795,PLENTIFUL,"adj tampi: find plentiful
supplies of fresh fruit and vegetables { Eggs are
plentiful at the moment. Cf scarce.
Z plentifully /-felI/ adv: The visitors were
plentifully supplied with food and drink.",NA,NA,NA
40797,PLENTY,"pron 1 a qul zat hnak ih tam:
plenty of eggs, money, time { ‘Do you need more
milk?’ ‘No thanks, there’s plenty in the fridge.’ {
‘Have we got enough plates?’ ‘Yes, there are
plenty in the cupboard. { They always gave us
plenty to eat. 2 (idm) days, years, etc of plenty
(fml or rhet) ṭulmi tampi neih (a bik ah) rawl,
tangka pawl ol-ai ih ngah thei caan; kum le
caan ṭha: looking back on the years of plenty. in
plenty (fml) tampi in: food and drink in plenty.
Z plenty adv 1 (used with more to indicate an
excess) more thawn hman a si ṭheu: We’ve got
plenty more (of it/them) in the shop. { There’s
plenty more paper if you need it. 2 (infml) (used
with big, long, tall, etc followed by enough) big,
long, tall thawn hman a si ih enough in a tlun:
The rope was plenty long enough to reach the
ground.",NA,NA,NA
40798,PLEONASM,"n (a) [U] a ti duh sanmi
hnakin tam deuh ih ṭong. (b) [C] hi vek hei
sinak: ‘Hear with one’s ears’ and ‘divide into
four quarters’ are pleonasms. Cf tautology.
Z pleonastic /}plIE{nFstIk/ adj.",NA,NA,NA
40799,PLETHORA,"n [sing] (fml) a ṭulnak hnakin
thil tam sawn, thil a hleifuan: The report
contained a plethora of detall.",NA,NA,NA
40805,PLEURISY,"n [U] (medical) dangkua le
cuap tuamtu thil paate thling nat.",NA,NA,NA
40806,PLEXUS,"n (pl unchanged or ~ es)
(anatomy) ruang sungih thahri hrual, lole, thi
luannak dawng: the solar plexus, ie the
network of nerves in the abdomen.",NA,NA,NA
40813,PLIABLE,"adj 1 ol tein kawi thei, kuul thei,
kum thei: Cane is pliable when wet. 2 (of a
person or a person’s mind) ol tein mi duh
thlun thei; nehkhuh ol: the pliable minds of
children.
Z pliancy /{plaIEnsI/ n [U].",NA,NA,NA
40815,PLIANT,"adj 1 ol tein kawi thei, a neemmi:
the pliant branches of young trees. 2 ol tein nun  cawng thei.
Z pliancy /{plaIEnsI/ n [U].
pliantly adv.",NA,NA,NA
40816,PLIERS,"n [pl] thil cepnak, thirhri merhnak
le tannak tivekah kaihci vekih kaih le hmanmi:
a pair of pliers.",NA,NA,NA
40817,PLIGHT,"n [sing] harsa dinhmun/harsa le
poimawh zet laifang: the plight of the homeless
{ The crew were in a sorry plight by the time
they reached shore. { I was in a dreadful plight
— I had lost my money and missed the last train
home.  v (idm) plight one’s troth (arch) mi
pakhat thawn ṭhi-aw dingin thu kham tuah
(hamnak).",NA,NA,NA
40823,PLIMSOLL,"n (Brit) (US
sneaker) a ke zaphak (ke hnuai lam) sialriat
(rubber) tuahmi lehnak kedan: a pair of
plimsolls.",NA,NA,NA
40826,PLIMSOLL LINE,"tangphawlawng pi parih,
tangphawlawng in thilrit ziangzat tiang phur
ding ti theihnak ih a riin an tuahmi (tisung a
vung pil ding zawn hminsinnak riin).",NA,NA,NA
40828,PLINTH,"n thing pheng, lole, lungto pheeng
killi neimi inn ṭhuam.",NA,NA,NA
40830,PLIOCENE,"adj (geology) leilungpi
thuanthu ah lungto pawl pian caan caan
thumnak — tu san ramsa an pian tir caan.
Z the Pliocene n hi caan.",NA,NA,NA
40831,PLOD,"v (-dd-) 1 [I, Ipr, Ip] ~ (along/on) harsa
zet le fuung zet ih vaak: Laborers plodded home
through the muddy fields. { (fig) We plodded on
through the rain for several hours. B stump. 2
(phr v) plod along nuam tete ih vaak/ṭhawn:
‘How’s the book?’ ‘Oh, I’m plodding along.’ plod
away (at th) hmaanhmaan le nuam tete ih
ṭuan: He plodded away all night at the accounts
but didn’t finish them in time.
Z plodder n (usu derog) thin khoh zet/
tumtahnak nei zet ih hnaṭuan.
plodding adj.
ploddingly adv.",NA,NA,NA
40834,PLONK,"n (usu sing)
ringpi ih thil tlaak awnmi: to hear a plonk.
Z plonk adv plonk ti awn ko ih thil tlak: The
lamp fell plonk on the table.
plonk v (phr v) plonk sth down; plonk sth
(down) on sth thil rit hei ṭhum tikih a awnmi/
plonk ti awn ko ih thil tlaakmi le ṭhummi: He
plonked the groceries on the kitchen floor. { (fig)
We plonked ourselves (down) by the fire.  n [U] (infml esp Brit) zu thaw lo
pawl.",NA,NA,NA
40835,PLOP ,"n (usu sing) thil a ngilmi tidai sungih
a tlak awn (tidai ṭhehdarh lo ih a tlami): He
dropped a pebble from the bridge and waited for
the plop.
Z plop adv: The stone fell plop into the water. plop v (-pp-) 1 [I] plop ti ringmi: Did you hear it
plop? 2 [Ipr, Ip] plop ti ih tlak: The jelly plopped
into the dish. { The fish plopped back into the
river",NA,NA,NA
40839,PLOSIVE,"n, adj (phonetics) thli fehnak
(thaw) hei phit lawk ih ring ko ih thli thlah saal
tikih awnmi, eg /t/ and /p/ in top.",NA,NA,NA
40841,PLOT,"n thil pakhat tuahnak dingih zuahmi
hmun le lei: a building plot { a vegetable plot {
a small plot of land.
Z plot v (-tt-) 1 [Tn] (a) thil tumtah, lole, thil
pakhat khat ih zuk (ram zuk) suai: plot an
escape route. (b) thil ngaan le suaimi parah
hmunhma hminsin: plot the ship’s course. (c)
graph suaimi parih rin a kawi suai: plot a
temperature curve. 2 [Tn, Tn•p] ~ sth (out) thil
pakhat hei ṭhen (tampi ah).  n 1 thuanthucawn sungih a
thutlaangpi um daan: a neatly worked-out plot
{ The plot was too complicated for me — I
couldn’t follow it. 2 mi rual khat in a thupte ih
tumtahnak tuahmi; phairnak: a plot to
overthrow the government { The plot was
discovered in time. 3 (idm) hatch a plot B
hatch. the plot thickens (catchphrase) nunnak
ah dinhmun umdan, lole, thuanthu phuahcop
nganmi ah a thu fehdan theihthiam a harmi/a
hnokmi.
Z plot v (a) [I, Ipr, Ip, It] ~ (with sb) (against
sb); ~ (together) thupte thil tumtah (thil
siatsuah lam) cuvek ah telve: plot with others
against the State { plot (together) to do sth. (b)
[Tn] mi thawn thil ṭha lo tumtah tlaang: They
were plotting the overthrow of the government.
plotter n thil ṭha lo tuahtumtu",NA,NA,NA
40842,PLOUGH,"n 1 (a) [C] lei kuang
thlawhnak (lei hriatnak) hmanmi thir pheeng
kawi (sumhnam, lole, cet ih dirhmi). (b) hitivek
a bangmi thilri: a snow-plough, ie one for
clearing snow from roads and railways. 2 the
Plough [sing] (also Charles’s Wain) (Brit) (US
also the Big Dipper) (astronomy) arsi tleu — si
sarih (leilungpi saklam lawngih hmuh theih a
si). 3 [U] lei thlawh cia (lei thuang ciami): 100
acres of plough. 4 (idm) under the plough lei le
hmun thlawh laimi.
Z plough (US plow) v 1 [Tn, Tn•p] ~ sth (up) lei
thuangnak thirha thawn leilung hei hriat:
plough a field { The meadow’s been ploughed
up. 2 [I, Tn] (dated Brit sl) mi sunnak peek,
sung: I ploughed my finals. { The examiners
ploughed half the candidates. 3 (idm) plough a
lonely furrow bawmtu nei lo ih ṭuan. 4 (phr v)
plough sth back (a) hrampi le rawl kung ram
ṭha seh ti ih lei sungah thlawh cih saal. (b) (fig)
thil zuarnak ih a miat (a ṭhang) ngahmi le a zin
(um ciami paisa a hram) thawn kom saal ih
sum hawl. plough into sth/sb thil pakhat parah
napi in va pah/va thluk: The car went out of control and ploughed into the side of a bus.
plough (one’s way) through sth (a) feh phah ih
zin va tawt/pah ciamco: plough one’s way
through the mud { The ship ploughed through
the waves. (b) nuam tete le harsa phah ih
qhangso: plough through legal text books, a pile
of documents, mountains of work, etc.
 ploughman (US plow-) /-mEn/ n (-men /-mEn/)
sumhnam thawn lo thlotu. ploughman’s lunch
(Brit) lothlo suncaw.
ploughshare (US plow-) (also share) n lei
thuangnak thirper ih a haa. ",NA,NA,NA
40843,PLOVER,"n tipi thuanthum kiang ih
ciarbek lakih um kesau meitawi vate
phunkhat.",NA,NA,NA
40844,PLOY,"n leh tikih mi neh ding tumtahnak ih
ṭong le cangvaih dan: It was all a ploy to
distract attention from his real aims.",NA,NA,NA
40845,PLUCK,"v 1 [Tn, Tn•pr, Tn•p] ~ sth (off/out)
kut ih ṭot-thlong: pluck a rose from the garden {
pluck one’s eyebrows, ie use tweezers to remove
unwanted hairs { pluck off the dead flowers {
pluck out a grey hair. 2 [Tn] ar/vate hmul hei
thlong/phawi: Have the turkeys been plucked?
3 [Tn, Tn•pr] ~ (at sth) kut in ṭhuam ih dir/
hnuuk: The child was plucking at her mother’s
skirt. { A stranger plucked at my sleeve as I was
leaving. 4 (US pick) [Tn] hri neimi awnmawi
thil (ṭingṭang) kutzung zim ih dirh le thaai:
pluck the strings of a guitar. 5 (idm) pluck up
courage (to do sth) thil pakhat tuah dingih
pacan cuh (thazaang laak): I shall have to pluck
up courage and speak to her about it. { He can’t
pluck up the courage to leave home.
Z pluck n 1 [U] (infml) ral ṭhatnak: She showed
a lot of pluck in dealing with the intruders. 2 [C
usu sing] vei khatte hei dirh hruak: feel a pluck
at one’s sleeve. 3 [U] ramsa pawl ih lung, thin,
cuap — ei ding a simi. plucky adj (-ier, -iest)
ralṭhatnak langter/ralṭha. pluckily adv.",NA,NA,NA
40849,PLUG ,"n 1 (a) thil ong sungih thunmi thir,
sialrial, lole, plastic — thil phihnak: Pull (out)
the plug and let the water drain away. { He put
plugs in his ear because the noise was too loud.
(b) (US) = stopper. 2 (a) electric pehnak dingah
thir fung thil ong sungih thluah dingmi: a
three-/two-pin plug { Put the plug in the socket.
{ I’ll have to change the plug on the hair drier.
(b) (infml) electric thil bunnak ong. 3 =
sparking plug (spark). 4 (infml) thil lei duh
hngai seh ti ih mi senpi theih dingih than/
tarlang. 5 (a) napi ih hlom mi kuhsi tlang (si
kawng). (b) cuvek tuahmi khaai dingih hei
tanmi tankhat. 6 (idm) pull the plug on sb/sth
B pull2
.
Z plug v (-gg-) 1 [Tn, Tn•p] ~ sth (up) thil a
phihnak in thil ong phit: plug a leak in the
barrel. 2 [Tn] (infml) hminthanter duh ah mi
senpi theih dingin atu le tu thu thansak: They’ve been plugging his new show on the
radio. 3 [Tn] (infml esp US) deeng, thawi. 4
(phr v) plug away (at sth) napi in zuam ciamco:
She’s been plugging away at her French lessons
for months. plug sth in electric tha plug
hmangin peh — a tha fehter: Plug in the radio,
please. { The recorder wasn’t plugged in.
 plug-hole n (Brit) (US drain) electic thilri va
sawhnak ong (thil kholhnak kuang taw-ong
tivek).",NA,NA,NA
40851,PLUM,"n 1 (a) [C] sunhlu phunkhat. (b) [C]
(also plum tree) sunhlu kung. 2 [U] sendup
pianzia. 3 (infml) thil neih ding a ṭhami: She’s
got a plum of a job. { [attrib] a plum job.
 plum pudding thingrah car, hmuihmer le
buh tivek suan khawmmi.",NA,NA,NA
40852,PLUMAGE,"n [U] vate/ar hmul: the
brightly coloured plumage of tropical birds.",NA,NA,NA
40853,PLUMB,"n 1 phar, lole, thil dang pohpoh a
ding le ding lo tahnak hmanmi suanhlum fate
hri thaw thlaihmi. 2 (idm) out of plumb thil a
tung lam ih a ding lomi.
Z plumb adv 1 cekci, si taktak: plumb in the
centre. 2 (US infml) vek rori, cekci: He’s plumb
crazy.
plumb v 1 [Tn] (a) suanhlum fate hri thlaih mi
in thil (hman le hman lo) ding le ding lo (a tung
lam in) tahnak (ṭhuam phunmi a ding maw
tivek). (b) (fig) thil pakhat theih thluh tum:
plumb the mysteries of the universe. 2 (idm)
plumb the depths of sth thil a niam biknak
hmun va thlen: plumb the depths of despair { a
film that really plumbs the depths of bad taste. 3
(phr v) plumb sth in thil pakhat a dang ah bun:
We’ve plumbed in the dishwasher.
 plumb-line n hri thlaihmi suan tum fate hri.",NA,NA,NA
40854,PLUMBER,"n titler (pipe) tuahtu, tikuang
tuahtu.",NA,NA,NA
40855,PLUMBING,"n [U] 1 titler pum le tikuang
tuah daan: There is something wrong with the
plumbing. 2 tidai (titler pum) zoh ṭhatu ih
hnaṭuan: We employed a local man to do the
plumbing.",NA,NA,NA
40860,PLUME,"n (a) ceimawinak ih hmanmi ar,
vate hmul. (b) lu, lole, lukhuh parih tonmi
vate/arhmul: a plume of ostrich feathers. (c)
thla vekin vanih a zam somi: a plume of smoke/
steam.
Z plume v 1 [Tn] (of a bird) vate a hmur in a
thla le a hmul hei thai: a bird pluming itself/its
feathers/its wing. 2 [Tn, Tn•pr] ~ oneself (on
sth) mah le mah lom-awk, lungkim-aw: a
plumed hat. plummed adj ar/vate hmul tonmi:
a plummed hat.",NA,NA,NA
40863,PLUMMET,"n 1 tah-nak hrizim ih
thlaihmi; hri ah thil khiing nei thlaihmi. 2 [Tn,
Tn•pr] ~ oneself (on sth) ngasio hri ah thilrit
pakhat thlaihmi.
Z plummet v [I, Ipr, Ip] zamrang, lole, napi in tlaak: House prices have plummeted in this
area. { Places of rock plummeted down the
mountainside to the ground below.",NA,NA,NA
40867,PLUMMY,"adj (-mier, -miest) 1 (infml)
duhzawng, duhnung, lungkimza, a qha: a
plummy job. 2 (esp derog) (of a vioce) kaa
sungah thil pakhat umvek ih ṭong: a plummy
accent/voice.",NA,NA,NA
40868,PLUMP,"adj (a) (esp of an animal, a
person, parts of the body) ruangpi a hlum, a
bial in a um, taksa nei zet: a plump baby,
chicken, face { a baby with plump cheeks. (b)
(euph) thau: You’re getting a bit plump — you
need to diet! Ö Usage at fat1
.
Z plump v (phr v) plump (sth) out/up rak
thauter, hluumter, bialter: His cheeks are
beginning to plump out/up. { She plumped up
the pillows. plumpness n [U]./ v (phr v) plump (oneself/sb/sth)
down mi/thil pakhat hmakhat tein tlukter,
tlakter, khiingrit zet thawn tluk: plump down
the heavy bags { plump (oneself) down in a
chair. plump for sb/sth mi/thil pakhat lungkim
zet ih hril: The committee plumped for the most
experienced candidate. { The children plumped
for a holiday by the sea.
Z plump n (usu sing) khiing nei zet ih tluknak/
tlaaknak: The book landed with a plump on the
floor.
plump adv tlaak tupti/tluk tupti: fall plump into
the hole.",NA,NA,NA
40871,PLUNDER,"v 1 [I, Ipr, Tn, Tn•pr] ~ (sth)
(from sth) raal, lole, buai celcel lai ih thil fir, fir
le siat suah/ram: The conquerors advanced,
killing and plundering as they went. { The
invaders plundered food and valuables from
coastal towns and villages. 2 [Tn, Tn•pr] ~ sth
(of sth) raal sung tivek ah thil hmunkhat ih ta
fir: plunder a palace of its treasures { Tourists
have plundered all the archaeological sites. Cf
loot, pillage.
Z plunder n [U] 1 thil va ram/va siatsuah: be
guilty of plunder { goods obtained by plunder. 2
laak/fir mi thil/thuamhnaw: They loaded the
carts with plunder.
plunderer /{plVndErER/ n a firtu, ramtu.",NA,NA,NA
40872,PLUNGE,"v 1 [Ipr, Ip, Tn•pr, Tn•p] ~ (sth)
into sth; ~ sth in (a) hmual nei ah thil pakhat
sungin hmakhatte ih tlaak/dawp, (ti) sungah
dawp: plunge (one’s hand) into cold water {
They plunged in, ie dived into the water. {
plunge a rod into a blocked drain to clear it. (b)
luh hnawh; thil pakhat ah run thleng le cang:
The country (was) plunged into civil war after
the death of the President. { The news plunged
us into despair. { events which plunged the
world into war { Their extravagant life-style
plunged them into debt. 2 (a) [I, Ipr, Ip, Tn•pr,
Tn•p] sukso ah thingaw/dawp hlo, mi pakhat/thil pakhat hmakhat te ih sawnter/tlukter: The
horse plunged and she fell off. { Share prices
plunged as a result of the gloomy economic
forecast. { The car plunged over the cliff. { The
sudden jolt plunged her forward. (b) [I] (of a
ship) sukso thing/hnin ciamco ih hmailam feh,
nor.
Z plunge n 1 (a) [C esp sing] thil pakhat ah
napi in tlak/deeng-aw/thil dangpi ah hei cang
ciamco: a plunge into debt, chaos. (b) [C] tidai
sungih dawp: a plunge into the sea from the
rocks { a refreshing plunge in the lake. 2 (idm)
take the plunge ngam zet ih thil tuah thok/
ralṭhatnak thawn thil hei tuah: They have
finally decided to take the plunge and get
married.
plunger n 1 thil pakhat sukso (tluntang) ih a
caangvaimi. 2 (in plumbing) tidawng a pitmi
thianternak (ongernak) ah fung pakhat parih
ṭemcihmi sialrial khuat (a hawp ih hawp a si).",NA,NA,NA
40874,PLUPERFECT,"adj (also past perfect)
(grammar) tikcu pakhat hlan ih qhehmi
hnaquan simnak: a pluperfect (form of a) verb
phrase.
Z pluperfect n (also past perfect) cuvek
tuahnak simmi (In English had and a past
participle, as in a’As he had not received my
letter, he did not come’).",NA,NA,NA
40878,PLURAL,"n (grammar) pakhat hnakih a
tammi: The plural of ‘child’ is ‘children’. { The
verb should be in the plural, eg ‘have’ in ‘they
have’. Cf singular 1.
Z plural adj (grammar) 1 a tam ti ngan dan a
simi: Most plural nouns in English end in ‘s’. 2
pakhat hnak tam: a plural society, ie one with
more than one ethnic group.",NA,NA,NA
40896,PLURALISM,"n [U] 1 (a) hrin le hnam
a dangdang, lole, thu ruahnak/pomdan
phunphun (ramthu ah), lole, biaknak
phunphun/bu khat ih a umtlangmi
nunkhawsak neimi mirual khat. (b) minung
ruahnak phunphun nundan a bang-aw lomi
hmunkhat ah rualrem zet in umtlang thei ding
ti thu pom daan. 2 (usu derog) Kawhhran
pakhat ah ṭuanvo ṭumkhat ah pakhat hnak
tam neimi.
Z pluralist /{plUErElIst/ n minung nundan/
ruahdan phunza rawi a simi rualrem tein nun
tlang a theih ti thu pomdan lungkim theitu/a
pom theitu.
pluralist (also pluralistic) /}plUErE{lIstIk/ adj: a
pluralist society.",NA,NA,NA
40902,PLURALITY,"n 1 [U] (grammar) tam a si
nak. 2 [C] tampi. 3 (US politics) a tam sinak in
50% hnak mal (mi mal sawn). Cf majority 2. 4
(a) [U] = pluralism 2. (b) [C] zung ṭawm-aw.",NA,NA,NA
40903,PLUS,"prep (a) kanan a kom: Two plus five is
seven. { The bill was £10, plus £1 for postage. (b)(infml) si ve/thawn; khal: We’ve got to fit five
people plus all their luggage in the car. Cf minus.
Z plus adj 1 a tam sawn simi/hnakin tam: The
work will cost £10000 plus. 2 lolak hnakin tam:
4 is a plus quantiy. { The temperature is plus
four degrees.
plus n 1 (+) timi hmuhsaknak: He seems to
have mistaken a plus for a minus. 2 (infml)
ṭhahnem/ṭhathnempi: Her knowledge of French
is a plus in her job. Cf minus.
 plus-fours n [pl] golf lek tikih an hrukmi
bawngbi kaupi: a pair of plus-fours.",NA,NA,NA
40907,PLUSH,"n [U] pupuan, lole, patpuan — a
leeng phaw cu kadipa (puan nem zet hmul
vek).
Z plush adj 1 (also plush) (infml) mankhung le
mawi zet ih tuahmi: a plush hotel, restaurant,
etc. 2 pupuan lole patpuan ih tuahmi: plush
curtains.",NA,NA,NA
40908,PLUSHY,"adj (-ier, -iest) (infml) = plush1
.
Z plushiness n [U].",NA,NA,NA
40911,PLUTO,"n (astronomy) ni a hleeltu leilung
pi pakua lakih a hlat bik le fate bik.",NA,NA,NA
40913,PLUTOCRACY,"n 1 (a) [U] milian le mi
cak dinhmun um pawl ih uknak. (b) [C] hivek
uknak. 2 [CGp] milian le hu le thawm neimi/
milai rual.
Z plutocrat /{plu:tEkrFt/ n (often derog) neihnak
ruangih hu le thawm neimi.
plutocratic /}plu:tE{krFtIk/ adj (a) milian
uknak. (b) milian uknak vek: plutocratic
control of a media empire.",NA,NA,NA
40915,PLUTONIUM,"n [U] (chemistry)
uranium dat ih tuahmi, nuclear bomb tivek
tuahnak ih hmanmi.",NA,NA,NA
40919,PLY,"n [U] (esp in compounds) thing tlap,
lole, puan ih a sahnak: three-ply wood. 2 hri
hrual, lole, pathri: three-/four-ply knitting wool.
 plywood /{plaIwUd/ n [U] kaw ih erhmi thing
tlap thuah paa zetmi: sheets of plywood {
[attrib] plywood furniture. v (pt, pp plied /plaId/) 1 [Tn] (fml)
(hnaṭuannak thilri, lole, hriam hrei) hmang:
ply one’s needle, ie work busily at one’s sewing
{ ply the oars, ie row a boat. 2 [I, Ipr, Tn]
(lawng/mawṭaw)feh le kir rero/kahtlaang: ply
the routes between the islands { ferries that ply
between England and France { ships that ply
(across) the South China Sea. 3 (idm) ply one’s
trade thil thiam zet ih ṭuan. ply for hire (of taxi
drivers, boatmen, etc) sukso vaak, minung
hawl in vaak rero, lole, hmunkhat ah
khualtlawng pawl hngak: taxis licensed to ply
for hire at the railway station. 4 (phr v) ply sb
with sth (a) (atu le tu) in le ei mi hei do: She
plied us with cakes. (b) a pehpeh in thusut.",NA,NA,NA
40921,PNEUMATIC,"adj (a) thli
thawm a khatmi: a pneumatic tyre. (b) thli tha
ih caangvaimi: a pneumatic drill.
Z pneumatically /-klI/ adv.",NA,NA,NA
40923,PNEUMONIA,"n [U] cuap
thling nat; awm nat.",NA,NA,NA
40924,POACH,"v [Tn, Tn•pr] (a) (ngasa thing thei
tivek) ti malte a somi sungah suang: apricots
poached in syrup. (b) (arti a hawng kheh ih)
tiso sungih suan.
Z poacher n khuat pianzia vek uukaang arti
suannak ih hmanmi.v 1 [I, Ipr, Tn] ~ (for sth) tuahnak
khuan (siannak) ngah lo ih nga/ramsa/vate
tivek peel: go out poaching on a farmer’s land {
Fred was caught poaching hares. 2 (a) [Ipr] ~ on
sth mi ih hmun le ram ah duhduh ih tlang:
Rival salesmen were poaching on his territory.
{ By interfering in this matter you are poaching
on my preserve, ie dealing with sth that is my
responsibility. (b) [Tn] mi ruahnak laak/cawng:
A rival firm poached our best computer
programmers. { A new political party usually
poaches ideas from its rivals.
Z poacher n mi hmun le ram ah siannak ngah
lo ih duhduh ih um. Cf poach1
.",NA,NA,NA
40925,POCK ,"n (a) raise nat, lole, a dang natnak
ruangih hmai thling. (b) (also pock-mark) raise
nat in taksa vun parah a cuk tete/kuar tete
ummi.
Z pocked adj ~ (with sth) thil ong le a kuar
ummi: The moon’s surface is pocked with small
craters.
 pock-marked adj raise nat hmaphe nei: The
man’s face was bodly pock-marked.",NA,NA,NA
40927,POCKET,"n 1 (a) angki zaal, bawngbi zaal: a coat, jacket, trouser, etc pocket { stand with
one’s hands in one’s pockets { [attrib] a pocket
dictionary, edition, guide, etc ie small enough
to fit in one’s pocket. (b) mawṭawka sangka
sunglam ummi dip/thil retnak kuarte: You will
find information about safety procedures in the
pocket in front of you, eg on an aircraft. 2 (usu
sing) duhduh hman lohli thei dingmi paisa/
tangka hman ding neihmi: luxury far beyond
my pocket { easy/hard on the pocket, ie easy/
difficult to afford { The resort provides
accommodation to suit every pocket. { The
expedition was a drain on her pocket. 3 thil a
cik a pak te ih ummi — hmun khat tete ih ummi: ",NA,NA,NA
40928,POD,"n 1 kawng (kawm) nei be le phiang vek
thlairah. 2 (idm) like as peas in a pod B like1
.",NA,NA,NA
40930,PODGY,"adj (-ier, -iest) (infml usu derog)
(of people or parts of the body) tawi ih thau:
podgy fingers. Ö Usage at fat1
.
Z podginess n [U].",NA,NA,NA
40935,PODIUM,"n mi hmai ih (zapi hmai)
thusim le hla hruaitu tivek dinnak zial donhlei,
sang.",NA,NA,NA
40937,POET,"n biazai ngantu.
Z poetess /-es/ n cuvek ngantu nunau.
 Poet Laureate (also Laureate) puai nikhua
le thil thupi tuah nikhua ih siar dingah
England singpahrang sungte hrang biazai ngantu.",NA,NA,NA
40939,POETIC,"adj 1 (approv) mawi le nem ih
nganmi biazai vek; poetry vek simi: a poetic
rendering of the piano sonata. 2 [attrib] =
foetical 1: his entire poetic output.
Z poetical /-kl/ adj 1 [attrib] hla vek phun ih
ngan a simi: the poetical works of Keats. 2
[attrib] = poetr 1.
poetically /-klI/ adv.
 poetic justice si ding a tlak zetmi cawhkuan/
dantatnak, lole, lomhnak peekmi.
poetic licence poetry/poem ngan tikah qong
hmandan mah duhduh ih hman: (ironic) his
garden shed which, with a certain amount of
poetic licence, he calls his summer house.",NA,NA,NA
40942,POETRY,"n [U] 1 hla vek a saal ih saalmi:
lyric, dramatic, pastoral, symbolist, etc poetry {
Dryden’s poetry { [attrib] a poetry book { a
poetry reading. Cf prose, verse. 2 (approv)
piandan ihsin a rami cuan mawi: a ballet
dancer with oetry in every movement { the
poetry of motion, eg in ballet or some forms of
athletics.",NA,NA,NA
40944,PO-FACED,"adj (Britinfml derog) mithmai
thim zet thawn, lole, lung si lo hmelpu,
mithmai sia.",NA,NA,NA
40945,POGROM,"n biaknak, lole,
miphun sinak ruangah a bur ih thah-awknak.",NA,NA,NA
40947,POIGNANT,"rehsiatnak, lole,
zaangfahnak nasa zet ih nei: poignant sorrow,
regret, memories { a poignant moment.
Z poignancy /-jEnsI/ n [U] rehsiat zaangfah
neihnak.
poignantly /-jEntlI/ adv.",NA,NA,NA
40954,POINSETTIA,"n khuasatnak ih a khomi
a mai hnah ngai a hringih a par kiangkap hnah
cu a sen hnai nei parkung.",NA,NA,NA
